text,chunk_id,result
"|                    |                  |               |               |                 | | Tirkel (2013)                                                                                              |                    |                  |               |               |                 | | Kalir (2013)                                                                                               |                    |                  |               |               |                 | | Godinho Filho and Uzsoy (2013)                                                                             |                    |                  |               |               |                 | | Schelasin (2013)                                                                                           |                    |                  |               |               |                 | | Rowshannahad et al. (2014)                                                                                 | -                  |                  |               |               |                 | | Kim et al. (2014)                                                                                          |                    |                  |               |               |                 | | Senderovich et al. (2015)                                                                                  |                    |                  |               |               |                 |  The sources of variability of a manufacturing system can be defined as the primary factors that create, amplify, and propagate the local uncontrolled over-saturations of the system. We emphasize the fact that, given this definition, sources of variability do not *need* to be variable themselves. As there may be an unlimited number of sources of variability, our aim is to identify the main ones. To do so, we examined the recent literature related to the variability of",8e9ab0196f8f3dd3e83b404207dd52a0,"[{'node_1': 'Manufacturing Systems', 'node_2': 'Variability', 'edge': 'can arise from various factors in', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Sources of Variability', 'node_2': 'Local Uncontrolled Over-saturations', 'edge': 'create, amplify and propagate', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Primary Sources of Variability', 'node_2': 'Manufacturing Systems', 'edge': 'are the main factors in', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Sources of Variability', 'node_2': 'Variable Factors', 'edge': 'do not necessarily need to be', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Goal', 'node_2': 'Primary Sources of Variability', 'edge': 'is to identify the', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Understanding Sources of Variability', 'node_2': 'Managing and Controlling Variability', 'edge': 'is crucial for', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Variability in Manufacturing Systems', 'node_2': 'Importance', 'edge': 'has a high level of', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Manufacturing Systems', 'node_2': 'Managing and Controlling Variability', 'edge': 'requires effective', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Primary Sources of Variability', 'node_2': 'Variability in Manufacturing Systems', 'edge': 'contribute to the overall', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}, {'node_1': 'Local Uncontrolled Over-saturations', 'node_2': 'Manufacturing Systems', 'edge': 'can occur in', 'chunk_id': '8e9ab0196f8f3dd3e83b404207dd52a0'}]"
"identify the main ones. To do so, we examined the recent literature related to the variability of semiconductor manufacturing systems. As authors do not necessarily use the same vocabulary and factors with minimal differences may exist, we grouped factors by what seemed to be the most relevant and distinctive names.  Moreover, since, as far as we know, there is no clear definition of the variability of a manufacturing system, we considered that authors identified a factor as a source of variability if they either mention it directly as a source of variability, mention that this factor increases the cycle time, mention that this factor increases the complexity of the system, mention it as a capacity loss factor, or include it in a formula in a way that this factor increases cycle time. Table 1 gives an overview of the sources of variability identified in our review.   ## 3 Literature Review On The Sources **Of Variability** 3.1 **Equipment-Specific Factors**  Natural process time, also referred to as raw processing time or theoretical processing time is, in a simplified manner, the time spent processing each lot on the machine. In the semiconductor environment, the definition becomes much more subtle (see Wu and Hui 2008 for more details). Natural process time variability is generally found to be a small source of variability. Both Kalir (2013) and Morrison and Martin (2007) computed small values of the coefficient of variation of natural process time and Tirkel (2013) also pointed that ""the service time variability is not necessarily high since the processing time is usually automated and its variability is generated due to causes such as wafer lot size.""  Machine downtimes, if not cited the most, is unarguably the source of variability the most discussed by authors. Authors who speak about variability reduction always recommend doing so through reducing variability from downtimes: Increasing the frequency of preventive maintenances and therefore lowering the mean",0ff3927237611d6f29f8cbfca4864f2b,"[{'node_1': 'Semiconductor Manufacturing Systems', 'node_2': 'Variability', 'edge': 'can be attributed to various factors of', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Equipment-Specific Factors', 'node_2': 'Sources of Variability', 'edge': 'are a type of', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Natural Process Time Variability', 'node_2': 'Machine', 'edge': 'refers to the variation in time spent processing each lot on a', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Machine Downtimes', 'node_2': 'Variability', 'edge': 'are a significant source of', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Preventive Maintenance', 'node_2': 'Machine Downtimes', 'edge': 'can reduce through', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Natural Process Time Variability', 'node_2': 'Processing Times', 'edge': 'can inform strategies for optimizing', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Sources of Variability', 'node_2': 'Manufacturing Systems Efficiency', 'edge': 'understanding is crucial for improving the', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Machine Downtimes', 'node_2': 'Capacity and Cycle Time Losses', 'edge': 'can result in losses in', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Semiconductor Manufacturing Systems', 'node_2': 'Efficiency', 'edge': 'improving the efficiency of', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}, {'node_1': 'Variability Reduction', 'node_2': 'Manufacturing Systems Efficiency', 'edge': 'can improve the', 'chunk_id': '0ff3927237611d6f29f8cbfca4864f2b'}]"
"from downtimes: Increasing the frequency of preventive maintenances and therefore lowering the mean downtime is pointed by Tirkel (2013) and Delp et al. (2006) as a way to reduce variability. Brown et al. (2010) also discussed ""how reduced variability in downtime durations […] could translate into shorter queues."" Godinho Filho, and Uzsoy (2013) show by means of simulation that many small improvements in downtime variability has a greater impact on cycle time reduction than few major improvements.  Batching is another equipment-specific characteristic. Most authors recognize the cycle time increase due to batching, and specific queuing equations for batch processes are actually proposed by Huang et al. (2001), Hanschke (2006), Brown et al. (2010), and Leachman (2012). Batches add variability to their toolset, but may add even more variability to other toolsets: As batch tools send batches of lots downstream, they greatly contribute to the unevenness of the downstream flows.  Setup, defined by Leachman (2012) as ""[the time needed to] recondition, readjust or reconnect the machine when changing from performing one class of product steps to another,"" is the last of our equipment-specific factors. Even though setup times may sometimes be as long as the processing times (in ion implantation for example), little research has focused on the time caused by setups. One reason may be because the consequences (additional waiting time, capacity loss and added variability) also depend on the setup *rules* and are thus fab specific. Shanthikumar et al. (2007) give extra references for approximations of cycle time under different setup rules.  ## 2602 3.2 **Structural Factors**  ""Structural factors"" refer to how resources are arranged together to process the flow of products. The way resources interact with each other through the flow greatly impacts the corrupting tendency of the manufacturing system to generate uncontrolled unevenness in the flows and in its capacities.  Tool",bbedeadfa993d73726bbbb6c3090d952,"[{'node_1': 'Preventive Maintenance', 'node_2': 'Variability', 'edge': 'reduces by lowering mean downtime', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Batching', 'node_2': 'Cycle Time', 'edge': 'increases', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Batching', 'node_2': 'Variability', 'edge': 'adds to toolsets, contributing to uneven downstream flows', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Setup Times', 'node_2': 'Variability', 'edge': 'impacts depend on setup rules and are fab-specific', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Structural Factors', 'node_2': 'Flows and Capacities', 'edge': 'affects unevenness in', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Resource Arrangement', 'node_2': 'Structural Factors', 'edge': 'is a type of', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Manufacturing Systems', 'node_2': 'Variability', 'edge': 'can be reduced in', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Preventive Maintenance', 'node_2': 'Mean Downtime', 'edge': 'lowers', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Setup Rules', 'node_2': 'Variability', 'edge': 'impacts depend on', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}, {'node_1': 'Fab-Specific Impact', 'node_2': 'Variability', 'edge': 'is related to', 'chunk_id': 'bbedeadfa993d73726bbbb6c3090d952'}]"
"manufacturing system to generate uncontrolled unevenness in the flows and in its capacities.  Tool redundancy is the simplest of examples, as it is found in many manufacturing systems and is measurable: the number of parallel tools that process a given process step. Increasing the redundancy smoothens the capacity of the toolset as tools are generally independent and the breakdowns happen more evenly. The redundancy therefore reduces the probability of high saturations and therefore decreases the variability of the system.  Tool dedication, defined by Shanthikumar et al. (2007) as ""the specific relationship where certain tools in a toolset process only part of products or operation steps,"" disrupts the smoothing introduced by tool redundancy. In the same way, if characteristics or the performances of the tools in the toolset are uneven (heterogeneous toolset), the global performance of the toolset (i.e the global capacity) might vary greatly according to which tool in the toolset performs which process. Although such factors as tool dedication, heterogeneous toolsets or operator cross-training have been identified as sources of variability, little study has yet focused on their effects. Figure 2 illustrates the effects of poor redundancy and high tool dedication toolsets in HMLV fabs: It shows the lots processed by 3 tools of the same toolset, and more importantly which tools processed which products over the entire period. As one can see on Figure 2, some tools are qualified on many products (TOOL1 processes all products) whereas others are qualified on a limited quantity of products (TOOL3 only processes products a, b, and c). Some tools also see their qualification or dedication changing over time (TOOL2 only treats product i and j in the last third of the horizon).  Figure 2: Product mix processed by different tools of a toolset over time.  ![5_image_0.png](5_image_0.png)  Reentrancy is another, more global, structural factor. As resources interact locally",ae44189948af17618fa017ef018bee73,"[{'node_1': 'Manufacturing Systems', 'node_2': 'Variability', 'edge': 'exhibit', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Tool Redundancy', 'node_2': 'Capacity Fluctuations', 'edge': 'smooths out', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Tool Dedication', 'node_2': 'Variability', 'edge': 'increases due to disruption of tool redundancy', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Heterogeneous Toolsets', 'node_2': 'Global Performance', 'edge': 'affects depending on tool-product interaction', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Operator Cross-Training', 'node_2': 'Variability', 'edge': 'impacts, but effect is unknown', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Reentrancy', 'node_2': 'Local Resource Interactions', 'edge': 'leads to increased variability due to', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Tool Redundancy', 'node_2': 'Variability', 'edge': 'decreases', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Manufacturing Systems', 'node_2': 'Structural Factors', 'edge': 'are affected by', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Tool Dedication', 'node_2': 'Smoothing Effect of Tool Redundancy', 'edge': 'disrupts', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}, {'node_1': 'Heterogeneous Toolsets', 'node_2': 'Variability', 'edge': 'increases due to uneven tool characteristics or performances', 'chunk_id': 'ae44189948af17618fa017ef018bee73'}]"
"Reentrancy is another, more global, structural factor. As resources interact locally through their redundancy, dedication and heterogeneity, they interact globally in the flow of products. As a part of the manufacturing system's variability can spread through the production line (through the unevenness of the flows), the reentrancy allows this spread to be much more extensive than in a linear production line: The effects of a single event can be seen by products completing their manufacturing process as well as by products just starting it. Moreover, in a reentrant system, so called ""WIP bubbles"" (Work In Progress) that originated independently can arrive at the same toolset at the same time, such as two waves joining to create a local splash. Hence reentrancy can create bottlenecks (and therefore queues) much larger than would be found in traditional linear lines. Reentrancy also forces machines to process different recipes  (different product levels) creating high inefficiencies in the batches since the probability of forming a batch of identical recipes decreases. The same also goes for the setups, whose inefficiencies increase the more recipes are to be processed on the same tools, since this leads to more ""switches"" between recipes. Little study has been done on the added variability caused by the reentrancy of a system, even though Ignizio (2009b) introduced the notions of degree of reentrancy and nesting when considering reentrancy.   ## 3.3 Product Induced **Factors**  The impact of product mix can be understood straightforwardly now that we have discussed batches,   ![6_image_0.png](6_image_0.png) setups and reentrancy. More products mean more recipes on identical tools. Just as reentrancy adds more product *levels* to toolsets, higher product mix adds more *product* levels to toolsets. Therefore, an increased product mix results directly in reduced efficiency of batches and setups. Ignizio (2009a) performed simulations with low product mix and high",3898f122c887460151ce434c0eef382b,empty
"of batches and setups. Ignizio (2009a) performed simulations with low product mix and high product mix, and reports an increase in average total cycle time of 10 to 16 percent. Huang et al. (2001) included the number of recipes in their queuing approximations for batch servers and showed a significant increase in the queue length from 2 to 3 recipes. As seen in Figure 3, which represents the evolution of product mix over 20 weeks, a typical product mix in High Mix Low Volume fabs is high and variable.   Figure 3: Evolution of product mix on a toolset of Crolles 300.  Priorities, induced by engineering lots, product prototypes lots or key customer orders, force inefficiencies in batches or setups by processing individual ""hot lots"" when batches or sequences could have been formed. Ignizio (2009a) shows with his simulation results that 5 percent of priority lots can increase the average cycle time of lots by approximately 15 percent. Chang et al. (2008) also show the impact of different priority mix on cycle times.   Product mix and priorities therefore both have a great impact on the cycle times observed at the different toolsets. As High Mix fabs operate in a *make-to-order* policy, the product mix is thus a very important source of variability as it is continually changing to follow the fluctuations of the demand.   ## 3.4 **Operational Factors**  The other factors identified in the literature can then be classified as ""operational"". These factors (which include dispatching policies, WIP control strategies, maintenance policy, end-of-shift effects, holds, factory shutdowns and inspection) describe the way the manufacturing system is operated. Hence there is no number or *parameter* that can translate their effects which makes them extremely hard to integrate. It is however clear that they have a significant impact: A dispatching policy based on an optimization algorithm can effectively impact cycle time in setup intensive areas. A maintenance policy that includes",dacfefae38fd511d49b486fe514c0403,empty
"can effectively impact cycle time in setup intensive areas. A maintenance policy that includes arrival forecasts can effectively prevent the combination of negative effects. Holding lots disrupts the flow. Factory shutdowns force lots to gather in ""safe points"" and therefore disrupt the flow and increase variability.   WIP control strategies are especially important. As some authors have reported, tool downtimes and product arrivals may not be independent because of specific WIP control strategies where production teams push back non-critical maintenance operations in case of high arrival rates.   ## 2604 4 The Challenges **Of Integrating Variability** 4.1 Accounting For **Variability**  Our goal is to generate a taxonomy of the different toolsets versus their behavior from the cycle time point of view, using simulations to generate dynamic cycle time functions. The first step is then to fit the simulated toolsets to the reality. This means that the sources of variability need to be accounted for using parameters that adequately describe how these sources of variability generate queuing times in reality:  This is where lies the real challenge.  Some sources of variability (such as lack of tool redundancy) can be added to the simulation as just an extra physical element. Other sources correspond to time related events (arrivals, breakdowns, processes). They require to be described by a set of parameters to be incorporated into simulations. The statistics generally used to describe these parameters (mean and standard deviation) should encompass the information on how much queuing time is added by the corresponding sources of variability. However, we emphasize the fact that the mean and standard deviation can only include the entire information of a given dataset under specific conditions: A known statistical distribution and the independency of the points in the dataset.   Figure 4 shows that this second assumption is not always true. Figure 4.A shows the number of",b377d3fc09e7e2f46853adf46b54f2eb,empty
"Figure 4 shows that this second assumption is not always true. Figure 4.A shows the number of arrivals per week at a toolset from STMicroelectronics Crolles300 fab, and Figure 4.B shows arrivals per week generated using the same inter-arrival rate as in Figure 4.A, but assuming independence of arrivals. Figure 4 shows that the order in which the inter-arrivals happen *also* contains information, and in this specific case, generates variability. Indeed, queues are more likely (in a non-linear way) to happen when saturation is higher. As Figure 4.A shows more high saturations than Figure 4.B, more queues will be created in the scenario of Figure 4.A than in the one of Figure 4.B. The mean and standard deviation may therefore be insufficient to measure the unevenness of the flows in this specific case.   Figure 4: Number of arrivals per week from real data (A) and generated by removing dependencies (B).  ![7_image_0.png](7_image_0.png)  Another dependency problem concerns natural process time variability. This next example was highlighted thanks to close collaboration with production teams, who pointed out that the process time variability was a major source of queuing time on a specific toolset of the Crolles300 fab. Contrary to the production team's intuition, our measurement of the coefficient of variation of processing times (the ratio between the standard deviation and the mean) indicated a low contribution to variability.   Figure 5 shows the histogram of processing times from this specific toolset. At first glance, process time variability seems low, with a standard deviation of 0.37h for a mean process time of 0.94h, resulting in a coefficient of variation of 0.39. However, several modes are visible on the histogram, corresponding to the number of available chambers when processing lots: When a chamber is down, lots are still processed, but by one less chamber, resulting in longer process times. The consequence is actually that   #",aa111e45110f6f393cc4d4bf2615a76b,"[{'node_1': 'Manufacturing Processes', 'node_2': 'Inter-Arrival Times', 'edge': 'are affected by', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Inter-Arrival Times', 'node_2': 'Queue Formation', 'edge': 'contain information that generates variability in', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Process Time Variability', 'node_2': 'Chamber Availability', 'edge': 'is influenced by dependencies on', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Mean and Standard Deviation', 'node_2': 'Manufacturing Processes', 'edge': 'are insufficient measures of variability in', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Process Time Variability', 'node_2': 'Queuing Time', 'edge': 'is a significant source of', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Coefficient of Variation', 'node_2': 'Process Time Variability', 'edge': 'fails to capture the complexity of', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'STMicroelectronics Crolles300 fab', 'node_2': 'Toolset', 'edge': 'has a', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Inter-Arrival Time Dependencies', 'node_2': 'Higher Saturations', 'edge': 'lead to', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Chamber Availability', 'node_2': 'Process Times', 'edge': 'affects when chambers are down', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}, {'node_1': 'Manufacturing Processes', 'node_2': 'Variability Analysis', 'edge': 'requires nuanced', 'chunk_id': 'aa111e45110f6f393cc4d4bf2615a76b'}]"
"but by one less chamber, resulting in longer process times. The consequence is actually that   # ![8_Image_0.Png](8_Image_0.Png)  the processing times resulting follow a time-dependent (autocorrelated) sequence: Ten lots in a row might be processed with a degraded processing time. This temporarily reduces the toolset capacity, creating more over-saturations. This extra variability created by the dependency of the processing times cannot be captured by the standard deviation either: If we were to simulate this toolset with processing times described by a mean and a standard deviation, we would fail to incorporate this specific root cause of processing time variability.  Figure 5: A histogram showing the effects of chambers on lot processing times. Our two examples do not ignore the usefulness of the current statistics used to describe most parameters representing sources of variability. However, they point out that, in HMLV fabs, sources of variability can be far more complex than one might think.   ## 4.2 **Perspective: Variability Diagnostic Tree**  As discussed above, identifying the sources of variability may not be enough: The root causes of the specific behaviors responsible for extra queuing times need to be understood in order to be sure that the statistics used to successfully model the sources incorporate these aspects. Therefore, in order to create valid simulation models, and in turn create dynamic cycle time models that fit the ""to be"" reality, it is essential to centralize the knowledge of experienced people working on the considered toolsets.   Following the work of Hopp et al. (2007), we intend to develop a Diagnostic Tree of the sources of variability. On top of referencing, for each toolset, the identified sources of variability, one objective of this Diagnostic Tree is to keep track of the root causes of each source as well as the statistics chosen to model these root causes after validation by means of simulation. This Diagnostic Tree will first",7c1b4e70ab66572b09dfc64076295890,empty
"to model these root causes after validation by means of simulation. This Diagnostic Tree will first help us to incrementally build our simulation model and therefore our dynamic cycle time model (which will in turn be the entry point of our projection engine). This Variability Diagnostic Tree will then help our Industrial Engineering team to find levers to control cycle times on the areas where high cycle time loss is forecast.  ## 5 **Conclusion**  The proper use of real-time information is expected to lead the next industrial revolution. As high levels of variability lead to high levels of hidden information, it is essential to understand what variability is in order to both reduce it and integrate it in manufacturing management tools. To this extend, we first explained what the intrinsic variability of a manufacturing system is, and what its consequences are in terms of cycle time, capacity loss and system tractability. We then reviewed the sources of variability found in the literature (which, to our knowledge, had not been done prior to this article), giving for each   an explanation of its consequences as seen by the authors of our review (as well as personally experienced in a HMLV semiconductor fab). Using shop floor data, we finally pinpointed the complexity of some behaviors responsible for variability and the lack of usual statistical methods to capture some critical aspects of variability. In highly changing environments such as HMLV fabs, where projections play a major role for managing the line, this fundamental understanding is a milestone to create accurate production management tools.   Even though the component market is dominated by a few major players, thousands of production facilities exist through the world. And these factories will continue to produce components in the future due to the pervasion of electronics in every aspect of our lives, the ""digitization"" of everything. Besides traditional trends towards ever more computation power on",467970e8596531cba41f4c7172aeeafd,"[{'node_1': 'Manufacturing Systems', 'node_2': 'Variability', 'edge': 'can exhibit', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Variability', 'node_2': 'Cycle Time', 'edge': 'affects', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Variability', 'node_2': 'Capacity', 'edge': 'impacts', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Variability', 'node_2': 'System Tractability', 'edge': 'reduces', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Intrinsic Variability', 'node_2': 'Machine Failures', 'edge': 'can be caused by', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Intrinsic Variability', 'node_2': 'Material Defects', 'edge': 'can be caused by', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Intrinsic Variability', 'node_2': 'Human Errors', 'edge': 'can be caused by', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Machine-related Variability', 'node_2': 'Breakdowns', 'edge': 'includes', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Material-related Variability', 'node_2': 'Defects', 'edge': 'includes', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}, {'node_1': 'Human-related Variability', 'node_2': 'Errors', 'edge': 'includes', 'chunk_id': '467970e8596531cba41f4c7172aeeafd'}]"
"the ""digitization"" of everything. Besides traditional trends towards ever more computation power on ever smaller components (as reflected by the famous Moore's law), the integration of heterogeneous functions on top of traditional computing or signal processing should allow smaller production units to develop their activities. As these companies will face the same tractability problems HMLV fabs face now, we call for more focus on the fundamental understanding of the manufacturing systems and a greater use of industrial data in research in order to find today the solutions for the ""smart industries"" of tomorrow.   ## Acknowledgments  This work benefited from a funding of the French National Agency of Technical Research (ANRT) and of the Rhône-Alpes region.  ## References  Brown, S. M., T. Hanschke, I. Meents, B. R. Wheeler, and H. Zisgen. 2010. ""Queueing Model Improves IBM's Semiconductor Capacity and Lead-Time Management."" *Interfaces* 40:397-407.  Chang, S. C., S. S. Su, and K. J. Chen. 2008. ""Priority Mix Planning for Cycle Time-Differentiated Semiconductor Manufacturing Services."" In Proceedings of the 2008 Winter Simulation *Conference*,  edited by S. J. Mason, R. R. Hill, L. Mönch, O. Rose, T. Jefferson, and J. W. Fowler, 2251-2259.  Piscataway, New Jersey: Institute of Electrical and Electronics Engineers, Inc.  Delp, D., J. Si, and J. W. Fowler. 2006. ""The Development of the Complete X-Factor Contribution Measurement for Improving Cycle Time and Cycle Time Variability."" IEEE Transactions on Semiconductor Manufacturing 19:352-362.  Etman, L. F., C. P. Veeger, E. Lefeber, I. J. Adan, and J. E. Rooda. 2011. ""Aggregate Modeling of Semiconductor Equipment Using Effective Process Times."" In *Proceedings of the 2011 Winter* Simulation Conference, edited by S. Jain, R. R. Ceasey, J. Himmelspach, K. P. White, and M. Fu, 1795-1807. Piscataway, New Jersey: Institute of Electrical and Electronics Engineers, Inc.  Godinho Filho, M., and R. Uzsoy. 2013. ""The Impact of",2ee95c7fc8c32ab3d51a1ce7ddf1c4c6,empty
"Electrical and Electronics Engineers, Inc.  Godinho Filho, M., and R. Uzsoy. 2013. ""The Impact of Simultaneous Continuous Improvement in Setup Time and Repair Time on Manufacturing Cycle Times Under Uncertain Conditions."" International Journal of Production Research 51:447-464.  Hanschke, T. 2006. ""Approximations for the Mean Queue Length of the Queue."" *Operations Research* Letters 34:205-213.  Hopp, W. J., and M. L. Spearman. 2001. *Factory Physics: Foundations of Manufacturing Management*.   Irwin/McGraw-Hill.  Hopp, W. J., S. M. Iravani, and B. Shou. 2007. ""A Diagnostic Tree for Improving Production Line Performance."" *Production and Operations Management* 16:77-92.  Huang, M. G., P. L. Chang, and Y. C. Chou. 2001. ""Analytic Approximations for Multiserver."" IEEE  Transactions on Semiconductor Manufacturing 14:395-405.  Ignizio, J. P. 2009a. ""Cycle Time Reduction Via Machine-To-Operation Qualification."" *International* Journal of Production Research 47:6899-6906.    Ignizio, J. P. 2009b. *Optimizing factory performance*. New York: McGraw-Hill. Ignizio, J. P. 2011. ""Estimating the Sustainable Capacity of Semiconductor Fab Workstations."" International Journal of Production Research 49:5121-5131.  Kacar, N. B., D. F. Irdem, and R. Uzsoy. 2012. ""An Experimental Comparison of Production Planning Using Clearing Functions and Iterative Linear Programming-Simulation Algorithms."" *IEEE* Transactions on Semiconductor Manufacturing 25:104-117.  Kalir, A. A. 2013. ""Segregating Preventive Maintenance Work for Cycle Time Optimization."" IEEE  Transactions on Semiconductor Manufacturing 26:125-131.  Karabuk, S. 2003. ""Coordinating Strategic Capacity Planning in the Semiconductor Industry."" *Operations* Research 51:839-849.  Kim, D. J., L. Wang, and R. Havey. 2014. ""Measuring Cycle Time Through the Use of the Queuing Theory Formula (G/G/M)."" In *Proceedings of the 2014 Winter Simulation Conference*, edited by A. Tolk, S. Y. Diallo, I. O. Ryzhov, L. Yilmaz, S. Buckley, and J. A.",d3f559584c2c1b375298521028743eb5,empty
